estimator,alpha,beta,avg_score,percent_steered,order
parameterized,-0.75,-1.0,-0.327392578125,0.395,beta_first
parameterized,-0.75,-0.5,-0.36376953125,0.375,beta_first
parameterized,-0.75,0.0,-0.32373046875,0.38,beta_first
parameterized,-0.75,0.5,-0.32568359375,0.385,beta_first
parameterized,-0.75,1.0,-0.279296875,0.395,beta_first
parameterized,-0.75,1.5,-0.239990234375,0.42,beta_first
parameterized,-0.75,2.0,-0.2093505859375,0.42,beta_first
orthogonal-parameterized,-0.5,-2.0,-0.416259765625,0.42,beta_first
orthogonal-parameterized,-0.5,-1.5,-0.173095703125,0.34,beta_first
orthogonal-parameterized,-0.5,-1.0,-0.1700439453125,0.375,beta_first
orthogonal-parameterized,-0.5,-0.5,-0.260009765625,0.39,beta_first
orthogonal-parameterized,-0.5,0.0,-0.0631103515625,0.45,beta_first
orthogonal-parameterized,-0.5,0.5,0.669921875,0.515,beta_first
orthogonal-parameterized,-0.5,1.0,1.64453125,0.625,beta_first
orthogonal-parameterized,-0.5,1.5,2.265625,0.73,beta_first
orthogonal-parameterized,-0.5,2.0,2.416015625,0.775,beta_first
parameterized,-0.5,-2.0,-0.29443359375,0.425,beta_first
parameterized,-0.5,-1.5,-0.398681640625,0.395,beta_first
parameterized,-0.5,-1.0,-0.478759765625,0.39,beta_first
parameterized,-0.5,-0.5,-0.488037109375,0.38,beta_first
parameterized,-0.5,0.0,-0.374267578125,0.405,beta_first
parameterized,-0.5,0.5,-0.251220703125,0.42,beta_first
parameterized,-0.5,1.0,-0.125,0.43,beta_first
parameterized,-0.5,1.5,-0.03875732421875,0.445,beta_first
parameterized,-0.5,2.0,0.042510986328125,0.45,beta_first
orthogonal-parameterized,-0.25,-2.0,-0.15185546875,0.355,beta_first
orthogonal-parameterized,-0.25,-1.5,-0.1500244140625,0.38,beta_first
orthogonal-parameterized,-0.25,-1.0,-0.279296875,0.395,beta_first
orthogonal-parameterized,-0.25,-0.5,-0.18994140625,0.425,beta_first
orthogonal-parameterized,-0.25,0.0,0.38134765625,0.48,beta_first
orthogonal-parameterized,-0.25,0.5,1.3984375,0.595,beta_first
orthogonal-parameterized,-0.25,1.0,2.265625,0.72,beta_first
orthogonal-parameterized,-0.25,1.5,2.64453125,0.795,beta_first
orthogonal-parameterized,-0.25,2.0,2.48046875,0.805,beta_first
parameterized,-0.25,-2.0,-0.2237548828125,0.425,beta_first
parameterized,-0.25,-1.5,-0.3818359375,0.4,beta_first
parameterized,-0.25,-1.0,-0.407470703125,0.395,beta_first
parameterized,-0.25,-0.5,-0.343017578125,0.415,beta_first
parameterized,-0.25,0.0,-0.16748046875,0.44,beta_first
parameterized,-0.25,0.5,0.07061767578125,0.45,beta_first
parameterized,-0.25,1.0,0.32373046875,0.475,beta_first
parameterized,-0.25,1.5,0.411865234375,0.505,beta_first
parameterized,-0.25,2.0,0.5126953125,0.515,beta_first
orthogonal-parameterized,0.0,-2.0,-0.0943603515625,0.385,beta_first
orthogonal-parameterized,0.0,-1.5,-0.233154296875,0.385,beta_first
orthogonal-parameterized,0.0,-1.0,-0.330078125,0.39,beta_first
orthogonal-parameterized,0.0,-0.5,-0.03375244140625,0.435,beta_first
orthogonal-parameterized,0.0,0.0,0.86767578125,0.52,beta_first
orthogonal-parameterized,0.0,0.5,1.9033203125,0.655,beta_first
orthogonal-parameterized,0.0,1.0,2.595703125,0.78,beta_first
orthogonal-parameterized,0.0,1.5,2.6484375,0.825,beta_first
orthogonal-parameterized,0.0,2.0,2.265625,0.78,beta_first
parameterized,0.0,-2.0,-0.0212554931640625,0.42,beta_first
parameterized,0.0,-1.5,-0.08184814453125,0.41,beta_first
parameterized,0.0,-1.0,-0.10687255859375,0.415,beta_first
parameterized,0.0,-0.5,-0.036865234375,0.435,beta_first
parameterized,0.0,0.0,0.10125732421875,0.45,beta_first
parameterized,0.0,0.5,0.41943359375,0.485,beta_first
parameterized,0.0,1.0,0.6474609375,0.515,beta_first
parameterized,0.0,1.5,0.791015625,0.525,beta_first
parameterized,0.0,2.0,0.89990234375,0.56,beta_first
orthogonal-parameterized,0.25,-2.0,-0.1512451171875,0.395,beta_first
orthogonal-parameterized,0.25,-1.5,-0.331787109375,0.4,beta_first
orthogonal-parameterized,0.25,-1.0,-0.300537109375,0.41,beta_first
orthogonal-parameterized,0.25,-0.5,0.31005859375,0.465,beta_first
orthogonal-parameterized,0.25,0.0,1.3427734375,0.605,beta_first
orthogonal-parameterized,0.25,0.5,2.39453125,0.755,beta_first
orthogonal-parameterized,0.25,1.0,2.794921875,0.825,beta_first
orthogonal-parameterized,0.25,1.5,2.57421875,0.81,beta_first
orthogonal-parameterized,0.25,2.0,2.029296875,0.735,beta_first
parameterized,0.25,-2.0,0.331787109375,0.505,beta_first
parameterized,0.25,-1.5,0.282470703125,0.495,beta_first
parameterized,0.25,-1.0,0.28125,0.475,beta_first
parameterized,0.25,-0.5,0.361328125,0.48,beta_first
parameterized,0.25,0.0,0.5595703125,0.5,beta_first
parameterized,0.25,0.5,0.8681640625,0.52,beta_first
parameterized,0.25,1.0,1.09375,0.565,beta_first
parameterized,0.25,1.5,1.236328125,0.585,beta_first
parameterized,0.25,2.0,1.2861328125,0.605,beta_first
orthogonal-parameterized,0.5,-2.0,-0.311767578125,0.425,beta_first
orthogonal-parameterized,0.5,-1.5,-0.358642578125,0.4,beta_first
orthogonal-parameterized,0.5,-1.0,0.06439208984375,0.455,beta_first
orthogonal-parameterized,0.5,-0.5,0.9775390625,0.555,beta_first
orthogonal-parameterized,0.5,0.0,2.10546875,0.725,beta_first
orthogonal-parameterized,0.5,0.5,2.845703125,0.84,beta_first
orthogonal-parameterized,0.5,1.0,2.724609375,0.835,beta_first
orthogonal-parameterized,0.5,1.5,2.1953125,0.755,beta_first
orthogonal-parameterized,0.5,2.0,1.638671875,0.645,beta_first
parameterized,0.5,-2.0,0.9482421875,0.64,beta_first
parameterized,0.5,-1.5,0.92919921875,0.615,beta_first
parameterized,0.5,-1.0,0.96484375,0.6,beta_first
parameterized,0.5,-0.5,1.107421875,0.62,beta_first
parameterized,0.5,0.0,1.369140625,0.655,beta_first
parameterized,0.5,0.5,1.607421875,0.655,beta_first
parameterized,0.5,1.0,1.7890625,0.675,beta_first
parameterized,0.5,1.5,1.82421875,0.665,beta_first
parameterized,0.5,2.0,1.775390625,0.68,beta_first
orthogonal-parameterized,0.75,-2.0,-0.31494140625,0.415,beta_first
orthogonal-parameterized,0.75,-1.5,-0.003749847412109375,0.425,beta_first
orthogonal-parameterized,0.75,-1.0,0.740234375,0.54,beta_first
orthogonal-parameterized,0.75,-0.5,1.8115234375,0.725,beta_first
orthogonal-parameterized,0.75,0.0,2.720703125,0.83,beta_first
orthogonal-parameterized,0.75,0.5,2.8203125,0.835,beta_first
orthogonal-parameterized,0.75,1.0,2.31640625,0.765,beta_first
orthogonal-parameterized,0.75,1.5,1.736328125,0.665,beta_first
orthogonal-parameterized,0.75,2.0,1.2822265625,0.565,beta_first
parameterized,0.75,-2.0,1.35546875,0.7,beta_first
parameterized,0.75,-1.5,1.51953125,0.755,beta_first
parameterized,0.75,-1.0,1.681640625,0.77,beta_first
parameterized,0.75,-0.5,1.9033203125,0.76,beta_first
parameterized,0.75,0.0,2.12109375,0.76,beta_first
parameterized,0.75,0.5,2.23828125,0.73,beta_first
parameterized,0.75,1.0,2.23828125,0.725,beta_first
parameterized,0.75,1.5,2.22265625,0.74,beta_first
parameterized,0.75,2.0,2.076171875,0.71,beta_first
orthogonal-parameterized,1.0,-2.0,-0.1824951171875,0.425,beta_first
orthogonal-parameterized,1.0,-1.5,0.3505859375,0.485,beta_first
orthogonal-parameterized,1.0,-1.0,1.212890625,0.64,beta_first
orthogonal-parameterized,1.0,-0.5,2.296875,0.78,beta_first
orthogonal-parameterized,1.0,0.0,2.8046875,0.835,beta_first
orthogonal-parameterized,1.0,0.5,2.509765625,0.805,beta_first
orthogonal-parameterized,1.0,1.0,1.9677734375,0.705,beta_first
orthogonal-parameterized,1.0,1.5,1.4453125,0.575,beta_first
orthogonal-parameterized,1.0,2.0,1.1064453125,0.52,beta_first
parameterized,1.0,-2.0,1.4814453125,0.735,beta_first
parameterized,1.0,-1.5,1.67578125,0.78,beta_first
parameterized,1.0,-1.0,1.93359375,0.805,beta_first
parameterized,1.0,-0.5,2.162109375,0.8,beta_first
parameterized,1.0,0.0,2.3515625,0.795,beta_first
parameterized,1.0,0.5,2.427734375,0.795,beta_first
parameterized,1.0,1.0,2.404296875,0.79,beta_first
parameterized,1.0,1.5,2.3203125,0.775,beta_first
parameterized,1.0,2.0,2.1171875,0.75,beta_first
orthogonal-parameterized,1.25,-2.0,0.08935546875,0.45,beta_first
orthogonal-parameterized,1.25,-1.5,0.79443359375,0.58,beta_first
orthogonal-parameterized,1.25,-1.0,1.7021484375,0.745,beta_first
orthogonal-parameterized,1.25,-0.5,2.580078125,0.82,beta_first
orthogonal-parameterized,1.25,0.0,2.634765625,0.815,beta_first
orthogonal-parameterized,1.25,0.5,2.177734375,0.745,beta_first
orthogonal-parameterized,1.25,1.0,1.642578125,0.62,beta_first
orthogonal-parameterized,1.25,1.5,1.244140625,0.55,beta_first
orthogonal-parameterized,1.25,2.0,0.966796875,0.505,beta_first
parameterized,1.25,-2.0,1.423828125,0.715,beta_first
parameterized,1.25,-1.5,1.6533203125,0.76,beta_first
parameterized,1.25,-1.0,1.9638671875,0.795,beta_first
parameterized,1.25,-0.5,2.173828125,0.795,beta_first
parameterized,1.25,0.0,2.31640625,0.805,beta_first
parameterized,1.25,0.5,2.359375,0.805,beta_first
parameterized,1.25,1.0,2.32421875,0.8,beta_first
parameterized,1.25,1.5,2.23046875,0.785,beta_first
parameterized,1.25,2.0,2.083984375,0.77,beta_first
orthogonal-parameterized,1.5,-2.0,0.6923828125,0.59,beta_first
orthogonal-parameterized,1.5,-1.5,1.46484375,0.715,beta_first
orthogonal-parameterized,1.5,-1.0,2.29296875,0.825,beta_first
orthogonal-parameterized,1.5,-0.5,2.474609375,0.825,beta_first
orthogonal-parameterized,1.5,0.0,2.1015625,0.72,beta_first
orthogonal-parameterized,1.5,0.5,1.6640625,0.61,beta_first
orthogonal-parameterized,1.5,1.0,1.275390625,0.55,beta_first
orthogonal-parameterized,1.5,1.5,0.98681640625,0.505,beta_first
orthogonal-parameterized,1.5,2.0,0.7861328125,0.485,beta_first
parameterized,1.5,-2.0,1.1787109375,0.605,beta_first
parameterized,1.5,-1.5,1.3935546875,0.68,beta_first
parameterized,1.5,-1.0,1.5927734375,0.705,beta_first
parameterized,1.5,-0.5,1.7900390625,0.71,beta_first
parameterized,1.5,0.0,1.9052734375,0.725,beta_first
parameterized,1.5,0.5,1.9599609375,0.73,beta_first
parameterized,1.5,1.0,1.9375,0.73,beta_first
parameterized,1.5,1.5,1.85546875,0.73,beta_first
parameterized,1.5,2.0,1.771484375,0.72,beta_first
orthogonal-parameterized,1.75,-2.0,1.275390625,0.675,beta_first
orthogonal-parameterized,1.75,-1.5,1.9228515625,0.79,beta_first
orthogonal-parameterized,1.75,-1.0,2.2109375,0.8,beta_first
orthogonal-parameterized,1.75,-0.5,1.955078125,0.72,beta_first
orthogonal-parameterized,1.75,0.0,1.5927734375,0.595,beta_first
orthogonal-parameterized,1.75,0.5,1.287109375,0.555,beta_first
orthogonal-parameterized,1.75,1.0,1.0087890625,0.515,beta_first
orthogonal-parameterized,1.75,1.5,0.79443359375,0.485,beta_first
orthogonal-parameterized,1.75,2.0,0.6279296875,0.475,beta_first
parameterized,1.75,-2.0,0.97705078125,0.535,beta_first
parameterized,1.75,-1.5,1.0791015625,0.55,beta_first
parameterized,1.75,-1.0,1.2177734375,0.585,beta_first
parameterized,1.75,-0.5,1.3271484375,0.59,beta_first
parameterized,1.75,0.0,1.4501953125,0.605,beta_first
parameterized,1.75,0.5,1.51171875,0.63,beta_first
parameterized,1.75,1.0,1.517578125,0.63,beta_first
parameterized,1.75,1.5,1.4853515625,0.635,beta_first
parameterized,1.75,2.0,1.4287109375,0.62,beta_first
orthogonal-parameterized,2.0,-2.0,1.5546875,0.74,beta_first
orthogonal-parameterized,2.0,-1.5,1.9541015625,0.79,beta_first
orthogonal-parameterized,2.0,-1.0,1.927734375,0.73,beta_first
orthogonal-parameterized,2.0,-0.5,1.599609375,0.62,beta_first
orthogonal-parameterized,2.0,0.0,1.3251953125,0.565,beta_first
orthogonal-parameterized,2.0,0.5,1.0908203125,0.53,beta_first
orthogonal-parameterized,2.0,1.0,0.82568359375,0.495,beta_first
orthogonal-parameterized,2.0,1.5,0.68359375,0.475,beta_first
orthogonal-parameterized,2.0,2.0,0.517578125,0.475,beta_first
parameterized,2.0,-2.0,0.8349609375,0.52,beta_first
parameterized,2.0,-1.5,0.91455078125,0.53,beta_first
parameterized,2.0,-1.0,1.0009765625,0.545,beta_first
parameterized,2.0,-0.5,1.1259765625,0.55,beta_first
parameterized,2.0,0.0,1.2265625,0.56,beta_first
parameterized,2.0,0.5,1.275390625,0.56,beta_first
parameterized,2.0,1.0,1.2978515625,0.57,beta_first
parameterized,2.0,1.5,1.2578125,0.565,beta_first
parameterized,2.0,2.0,1.2080078125,0.555,beta_first
