panel,behavior,alpha,avg_score
fig4_alpha_iterative,coordinate-other-ais,1.2,3.3455
fig4_alpha_iterative,coordinate-other-ais,1.3,3.3912
fig4_alpha_iterative,coordinate-other-ais,1.4,3.4305
fig4_alpha_iterative,coordinate-other-ais,1.5,3.3686
fig4_alpha_iterative,coordinate-other-ais,1.6,3.3511
fig4_alpha_iterative,coordinate-other-ais,1.7,3.2255
fig4_alpha_iterative,coordinate-other-ais,1.8,3.1262
fig4_alpha_iterative,coordinate-other-ais,1.9,3.0212
fig4_alpha_iterative,coordinate-other-ais,2.0,2.9274
fig4_alpha_iterative,corrigible-neutral-HHH,-2.0,-0.3125
fig4_alpha_iterative,corrigible-neutral-HHH,-1.9,-0.3276
fig4_alpha_iterative,corrigible-neutral-HHH,-1.8,-0.3076
fig4_alpha_iterative,corrigible-neutral-HHH,-1.7,-0.2926
fig4_alpha_iterative,corrigible-neutral-HHH,-1.6,-0.2363
fig4_alpha_iterative,corrigible-neutral-HHH,-1.5,-0.2213
fig4_alpha_iterative,corrigible-neutral-HHH,-1.4,-0.1526
fig4_alpha_iterative,corrigible-neutral-HHH,-1.3,-0.0851
fig4_alpha_iterative,corrigible-neutral-HHH,-1.2,-0.0026
fig4_alpha_iterative,corrigible-neutral-HHH,-1.1,0.1049
fig4_alpha_iterative,corrigible-neutral-HHH,-1.0,0.2861
fig4_alpha_iterative,corrigible-neutral-HHH,-0.9,0.4787
fig4_alpha_iterative,corrigible-neutral-HHH,-0.8,0.81
fig4_alpha_iterative,corrigible-neutral-HHH,-0.7,1.1711
fig4_alpha_iterative,corrigible-neutral-HHH,-0.6,1.665
fig4_alpha_iterative,corrigible-neutral-HHH,-0.5,2.1736
fig4_alpha_iterative,corrigible-neutral-HHH,-0.4,2.7087
fig4_alpha_iterative,corrigible-neutral-HHH,-0.3,3.2098
fig4_alpha_iterative,corrigible-neutral-HHH,-0.2,3.7162
fig4_alpha_iterative,corrigible-neutral-HHH,-0.1,4.1886
fig4_alpha_iterative,corrigible-neutral-HHH,-0.0,4.6737
fig4_alpha_iterative,corrigible-neutral-HHH,0.1,5.1424
fig4_alpha_iterative,corrigible-neutral-HHH,0.2,5.5912
fig4_alpha_iterative,corrigible-neutral-HHH,0.3,6.0012
fig4_alpha_iterative,corrigible-neutral-HHH,0.4,6.4312
fig4_alpha_iterative,corrigible-neutral-HHH,0.5,6.8111
fig4_alpha_iterative,corrigible-neutral-HHH,0.6,7.1861
fig4_alpha_iterative,corrigible-neutral-HHH,0.7,7.4849
fig4_alpha_iterative,corrigible-neutral-HHH,0.8,7.7811
fig4_alpha_iterative,corrigible-neutral-HHH,0.9,8.0112
fig4_alpha_iterative,corrigible-neutral-HHH,1.0,8.1586
fig4_alpha_iterative,corrigible-neutral-HHH,1.1,8.2862
fig4_alpha_iterative,corrigible-neutral-HHH,1.2,8.3862
fig4_alpha_iterative,corrigible-neutral-HHH,1.3,8.4125
fig4_alpha_iterative,corrigible-neutral-HHH,1.4,8.4524
fig4_alpha_iterative,corrigible-neutral-HHH,1.5,8.3862
fig4_alpha_iterative,corrigible-neutral-HHH,1.6,8.3037
fig4_alpha_iterative,corrigible-neutral-HHH,1.7,8.2187
fig4_alpha_iterative,corrigible-neutral-HHH,1.8,8.0987
fig4_alpha_iterative,corrigible-neutral-HHH,1.9,7.9662
fig4_alpha_iterative,corrigible-neutral-HHH,2.0,7.8112
fig4_alpha_iterative,myopic-reward,-2.0,-0.8414
fig4_alpha_iterative,myopic-reward,-1.9,-0.8476
fig4_alpha_iterative,myopic-reward,-1.8,-0.8676
fig4_alpha_iterative,myopic-reward,-1.7,-0.8564
fig4_alpha_iterative,myopic-reward,-1.6,-0.86
fig4_alpha_iterative,myopic-reward,-1.5,-0.8463
fig4_alpha_iterative,myopic-reward,-1.4,-0.8589
fig4_alpha_iterative,myopic-reward,-1.3,-0.8389
fig4_alpha_iterative,myopic-reward,-1.2,-0.8239
fig4_alpha_iterative,myopic-reward,-1.1,-0.7826
fig4_alpha_iterative,myopic-reward,-1.0,-0.7189
fig4_alpha_iterative,myopic-reward,-0.9,-0.6426
fig4_alpha_iterative,myopic-reward,-0.8,-0.5339
fig4_alpha_iterative,myopic-reward,-0.7,-0.4038
fig4_alpha_iterative,myopic-reward,-0.6,-0.2426
fig4_alpha_iterative,myopic-reward,-0.5,-0.0539
fig4_alpha_iterative,myopic-reward,-0.4,0.1324
fig4_alpha_iterative,myopic-reward,-0.3,0.3298
fig4_alpha_iterative,myopic-reward,-0.2,0.4911
fig4_alpha_iterative,myopic-reward,-0.1,0.6299
fig4_alpha_iterative,myopic-reward,-0.0,0.7412
fig4_alpha_iterative,myopic-reward,0.1,0.8625
fig4_alpha_iterative,myopic-reward,0.2,0.9861
fig4_alpha_iterative,myopic-reward,0.3,1.0886
fig4_alpha_iterative,myopic-reward,0.4,1.1937
fig4_alpha_iterative,myopic-reward,0.5,1.3324
fig4_alpha_iterative,myopic-reward,0.6,1.4299
fig4_alpha_iterative,myopic-reward,0.7,1.5512
fig4_alpha_iterative,myopic-reward,0.8,1.6562
fig4_alpha_iterative,myopic-reward,0.9,1.7511
fig4_alpha_iterative,myopic-reward,1.0,1.8074
fig4_alpha_iterative,myopic-reward,1.1,1.8399
fig4_alpha_iterative,myopic-reward,1.2,1.8024
fig4_alpha_iterative,myopic-reward,1.3,1.7562
fig4_alpha_iterative,myopic-reward,1.4,1.6749
fig4_alpha_iterative,myopic-reward,1.5,1.56
fig4_alpha_iterative,myopic-reward,1.6,1.4524
fig4_alpha_iterative,myopic-reward,1.7,1.3375
fig4_alpha_iterative,myopic-reward,1.8,1.2324
fig4_alpha_iterative,myopic-reward,1.9,1.1412
fig4_alpha_iterative,myopic-reward,2.0,1.0574
fig4_alpha_iterative,survival-instinct,-2.0,-2.22
fig4_alpha_iterative,survival-instinct,-1.9,-2.3201
fig4_alpha_iterative,survival-instinct,-1.8,-2.425
fig4_alpha_iterative,survival-instinct,-1.7,-2.5251
fig4_alpha_iterative,survival-instinct,-1.6,-2.6238
fig4_alpha_iterative,survival-instinct,-1.5,-2.6688
fig4_alpha_iterative,survival-instinct,-1.4,-2.7314
fig4_alpha_iterative,survival-instinct,-1.3,-2.7438
fig4_alpha_iterative,survival-instinct,-1.2,-2.7475
fig4_alpha_iterative,survival-instinct,-1.1,-2.7051
fig4_alpha_iterative,survival-instinct,-1.0,-2.6051
fig4_alpha_iterative,survival-instinct,-0.9,-2.4526
fig4_alpha_iterative,survival-instinct,-0.8,-2.3163
fig4_alpha_iterative,survival-instinct,-0.7,-2.12
fig4_alpha_iterative,survival-instinct,-0.6,-1.9026
fig4_alpha_iterative,survival-instinct,-0.5,-1.6638
fig4_alpha_iterative,survival-instinct,-0.4,-1.4001
fig4_alpha_iterative,survival-instinct,-0.3,-1.115
fig4_alpha_iterative,survival-instinct,-0.2,-0.8488
fig4_alpha_iterative,survival-instinct,-0.1,-0.5426
fig4_alpha_iterative,survival-instinct,-0.0,-0.2538
fig4_alpha_iterative,survival-instinct,0.1,0.0649
fig4_alpha_iterative,survival-instinct,0.2,0.3624
fig4_alpha_iterative,survival-instinct,0.3,0.6837
fig4_alpha_iterative,survival-instinct,0.4,1.0237
fig4_alpha_iterative,survival-instinct,0.5,1.3337
fig4_alpha_iterative,survival-instinct,0.6,1.6524
fig4_alpha_iterative,survival-instinct,0.7,1.9361
fig4_alpha_iterative,survival-instinct,0.8,2.1786
fig4_alpha_iterative,survival-instinct,0.9,2.3961
fig4_alpha_iterative,survival-instinct,1.0,2.5186
fig4_alpha_iterative,survival-instinct,1.1,2.6025
fig4_alpha_iterative,survival-instinct,1.2,2.6099
fig4_alpha_iterative,survival-instinct,1.3,2.5774
fig4_alpha_iterative,survival-instinct,1.4,2.5224
fig4_alpha_iterative,survival-instinct,1.5,2.4475
fig4_alpha_iterative,survival-instinct,1.6,2.3562
fig4_alpha_iterative,survival-instinct,1.7,2.2724
fig4_alpha_iterative,survival-instinct,1.8,2.1824
fig4_alpha_iterative,survival-instinct,1.9,2.1324
fig4_alpha_iterative,survival-instinct,2.0,2.0249
fig4_alpha_iterative,power-seeking-inclination,-2.0,-0.5576
fig4_alpha_iterative,power-seeking-inclination,-1.9,-0.5514
fig4_alpha_iterative,power-seeking-inclination,-1.8,-0.5738
fig4_alpha_iterative,power-seeking-inclination,-1.7,-0.585
fig4_alpha_iterative,power-seeking-inclination,-1.6,-0.6076
fig4_alpha_iterative,power-seeking-inclination,-1.5,-0.6525
fig4_alpha_iterative,power-seeking-inclination,-1.4,-0.635
fig4_alpha_iterative,power-seeking-inclination,-1.3,-0.6364
fig4_alpha_iterative,power-seeking-inclination,-1.2,-0.5788
fig4_alpha_iterative,power-seeking-inclination,-1.1,-0.435
fig4_alpha_iterative,power-seeking-inclination,-1.0,-0.2663
fig4_alpha_iterative,power-seeking-inclination,-0.9,-0.01
fig4_alpha_iterative,power-seeking-inclination,-0.8,0.285
fig4_alpha_iterative,power-seeking-inclination,-0.7,0.5662
fig4_alpha_iterative,power-seeking-inclination,-0.6,0.8862
fig4_alpha_iterative,power-seeking-inclination,-0.5,1.2175
fig4_alpha_iterative,power-seeking-inclination,-0.4,1.5162
fig4_alpha_iterative,power-seeking-inclination,-0.3,1.8449
fig4_alpha_iterative,power-seeking-inclination,-0.2,2.1849
fig4_alpha_iterative,power-seeking-inclination,-0.1,2.5224
fig4_alpha_iterative,power-seeking-inclination,-0.0,2.8499
fig4_alpha_iterative,power-seeking-inclination,0.1,3.1824
fig4_alpha_iterative,power-seeking-inclination,0.2,3.5249
fig4_alpha_iterative,power-seeking-inclination,0.3,3.8412
fig4_alpha_iterative,power-seeking-inclination,0.4,4.1549
fig4_alpha_iterative,power-seeking-inclination,0.5,4.4499
fig4_alpha_iterative,power-seeking-inclination,0.6,4.7599
fig4_alpha_iterative,power-seeking-inclination,0.7,5.0137
fig4_alpha_iterative,power-seeking-inclination,0.8,5.2411
fig4_alpha_iterative,power-seeking-inclination,0.9,5.4136
fig4_alpha_iterative,power-seeking-inclination,1.0,5.5599
fig4_alpha_iterative,power-seeking-inclination,1.1,5.615
fig4_alpha_iterative,power-seeking-inclination,1.2,5.6937
fig4_alpha_iterative,power-seeking-inclination,1.3,5.6724
fig4_alpha_iterative,power-seeking-inclination,1.4,5.635
fig4_alpha_iterative,power-seeking-inclination,1.5,5.55
fig4_alpha_iterative,power-seeking-inclination,1.6,5.4899
fig4_alpha_iterative,power-seeking-inclination,1.7,5.3425
fig4_alpha_iterative,power-seeking-inclination,1.8,5.2337
fig4_alpha_iterative,power-seeking-inclination,1.9,5.0462
fig4_alpha_iterative,power-seeking-inclination,2.0,4.9025
fig4_alpha_iterative,wealth-seeking-inclination,-2.0,-1.9388
fig4_alpha_iterative,wealth-seeking-inclination,-1.9,-2.0801
fig4_alpha_iterative,wealth-seeking-inclination,-1.8,-2.2438
fig4_alpha_iterative,wealth-seeking-inclination,-1.7,-2.3914
fig4_alpha_iterative,wealth-seeking-inclination,-1.6,-2.5013
fig4_alpha_iterative,wealth-seeking-inclination,-1.5,-2.6201
fig4_alpha_iterative,wealth-seeking-inclination,-1.4,-2.68
fig4_alpha_iterative,wealth-seeking-inclination,-1.3,-2.7688
fig4_alpha_iterative,wealth-seeking-inclination,-1.2,-2.7601
fig4_alpha_iterative,wealth-seeking-inclination,-1.1,-2.7201
fig4_alpha_iterative,wealth-seeking-inclination,-1.0,-2.7051
fig4_alpha_iterative,wealth-seeking-inclination,-0.9,-2.6276
fig4_alpha_iterative,wealth-seeking-inclination,-0.8,-2.5152
fig4_alpha_iterative,wealth-seeking-inclination,-0.7,-2.4013
fig4_alpha_iterative,wealth-seeking-inclination,-0.6,-2.2701
fig4_alpha_iterative,wealth-seeking-inclination,-0.5,-2.12
fig4_alpha_iterative,wealth-seeking-inclination,-0.4,-1.9139
fig4_alpha_iterative,wealth-seeking-inclination,-0.3,-1.73
fig4_alpha_iterative,wealth-seeking-inclination,-0.2,-1.5026
fig4_alpha_iterative,wealth-seeking-inclination,-0.1,-1.2639
fig4_alpha_iterative,wealth-seeking-inclination,-0.0,-1.0388
fig4_alpha_iterative,wealth-seeking-inclination,0.1,-0.7725
fig4_alpha_iterative,wealth-seeking-inclination,0.2,-0.5226
fig4_alpha_iterative,wealth-seeking-inclination,0.3,-0.1975
fig4_alpha_iterative,wealth-seeking-inclination,0.4,0.0461
fig4_alpha_iterative,wealth-seeking-inclination,0.5,0.3386
fig4_alpha_iterative,wealth-seeking-inclination,0.6,0.5936
fig4_alpha_iterative,wealth-seeking-inclination,0.7,0.7999
fig4_alpha_iterative,wealth-seeking-inclination,0.8,1.0011
fig4_alpha_iterative,wealth-seeking-inclination,0.9,1.1474
fig4_alpha_iterative,wealth-seeking-inclination,1.0,1.2574
fig4_alpha_iterative,wealth-seeking-inclination,1.1,1.3137
fig4_alpha_iterative,wealth-seeking-inclination,1.2,1.3299
fig4_alpha_iterative,wealth-seeking-inclination,1.3,1.3187
fig4_alpha_iterative,wealth-seeking-inclination,1.4,1.2862
fig4_alpha_iterative,wealth-seeking-inclination,1.5,1.2386
fig4_alpha_iterative,wealth-seeking-inclination,1.6,1.1837
fig4_alpha_iterative,wealth-seeking-inclination,1.7,1.0924
fig4_alpha_iterative,wealth-seeking-inclination,1.8,1.0449
fig4_alpha_iterative,wealth-seeking-inclination,1.9,0.9287
fig4_alpha_iterative,wealth-seeking-inclination,2.0,0.8824
fig4_parameterized,coordinate-other-ais,-2.0,-0.6993
fig4_parameterized,coordinate-other-ais,-1.9,-0.6775
fig4_parameterized,coordinate-other-ais,-1.8,-0.6119
fig4_parameterized,coordinate-other-ais,-1.7,-0.5381
fig4_parameterized,coordinate-other-ais,-1.6,-0.5075
fig4_parameterized,coordinate-other-ais,-1.5,-0.4055
fig4_parameterized,coordinate-other-ais,-1.4,-0.3055
fig4_parameterized,coordinate-other-ais,-1.3,-0.1874
fig4_parameterized,coordinate-other-ais,-1.2,-0.1362
fig4_parameterized,coordinate-other-ais,-1.1,-0.0669
fig4_parameterized,coordinate-other-ais,-1.0,-0.0525
fig4_parameterized,coordinate-other-ais,-0.9,-0.0419
fig4_parameterized,coordinate-other-ais,-0.8,0.0025
fig4_parameterized,coordinate-other-ais,-0.7,0.0232
fig4_parameterized,coordinate-other-ais,-0.6,0.0457
fig4_parameterized,coordinate-other-ais,-0.5,0.1119
fig4_parameterized,coordinate-other-ais,-0.4,0.1769
fig4_parameterized,coordinate-other-ais,-0.3,0.2651
fig4_parameterized,coordinate-other-ais,-0.2,0.3606
fig4_parameterized,coordinate-other-ais,-0.1,0.4744
fig4_parameterized,coordinate-other-ais,-0.0,0.6126
fig4_parameterized,coordinate-other-ais,0.1,0.7801
fig4_parameterized,coordinate-other-ais,0.2,0.9376
fig4_parameterized,coordinate-other-ais,0.3,1.1713
fig4_parameterized,coordinate-other-ais,0.4,1.3826
fig4_parameterized,coordinate-other-ais,0.5,1.6237
fig4_parameterized,coordinate-other-ais,0.6,1.8957
fig4_parameterized,coordinate-other-ais,0.7,2.14
fig4_parameterized,coordinate-other-ais,0.8,2.365
fig4_parameterized,coordinate-other-ais,0.9,2.5044
fig4_parameterized,coordinate-other-ais,1.0,2.5794
fig4_parameterized,coordinate-other-ais,1.1,2.5618
fig4_parameterized,coordinate-other-ais,1.2,2.5131
fig4_parameterized,coordinate-other-ais,1.3,2.4019
fig4_parameterized,coordinate-other-ais,1.4,2.1932
fig4_parameterized,coordinate-other-ais,1.5,1.9957
fig4_parameterized,coordinate-other-ais,1.6,1.8175
fig4_parameterized,coordinate-other-ais,1.7,1.6262
fig4_parameterized,coordinate-other-ais,1.8,1.4863
fig4_parameterized,coordinate-other-ais,1.9,1.3463
fig4_parameterized,coordinate-other-ais,2.0,1.2106
fig4_parameterized,corrigible-neutral-HHH,-2.0,-0.275
fig4_parameterized,corrigible-neutral-HHH,-1.9,-0.23
fig4_parameterized,corrigible-neutral-HHH,-1.8,-0.2275
fig4_parameterized,corrigible-neutral-HHH,-1.7,-0.2
fig4_parameterized,corrigible-neutral-HHH,-1.6,-0.1762
fig4_parameterized,corrigible-neutral-HHH,-1.5,-0.1662
fig4_parameterized,corrigible-neutral-HHH,-1.4,-0.145
fig4_parameterized,corrigible-neutral-HHH,-1.3,-0.1325
fig4_parameterized,corrigible-neutral-HHH,-1.2,-0.0662
fig4_parameterized,corrigible-neutral-HHH,-1.1,-0.0037
fig4_parameterized,corrigible-neutral-HHH,-1.0,0.1151
fig4_parameterized,corrigible-neutral-HHH,-0.9,0.2138
fig4_parameterized,corrigible-neutral-HHH,-0.8,0.4225
fig4_parameterized,corrigible-neutral-HHH,-0.7,0.6588
fig4_parameterized,corrigible-neutral-HHH,-0.6,1.0225
fig4_parameterized,corrigible-neutral-HHH,-0.5,1.4438
fig4_parameterized,corrigible-neutral-HHH,-0.4,1.9338
fig4_parameterized,corrigible-neutral-HHH,-0.3,2.3788
fig4_parameterized,corrigible-neutral-HHH,-0.2,2.8813
fig4_parameterized,corrigible-neutral-HHH,-0.1,3.2987
fig4_parameterized,corrigible-neutral-HHH,-0.0,3.7212
fig4_parameterized,corrigible-neutral-HHH,0.1,4.1437
fig4_parameterized,corrigible-neutral-HHH,0.2,4.6038
fig4_parameterized,corrigible-neutral-HHH,0.3,5.0712
fig4_parameterized,corrigible-neutral-HHH,0.4,5.5724
fig4_parameterized,corrigible-neutral-HHH,0.5,6.06
fig4_parameterized,corrigible-neutral-HHH,0.6,6.4513
fig4_parameterized,corrigible-neutral-HHH,0.7,6.8375
fig4_parameterized,corrigible-neutral-HHH,0.8,7.1538
fig4_parameterized,corrigible-neutral-HHH,0.9,7.3525
fig4_parameterized,corrigible-neutral-HHH,1.0,7.4699
fig4_parameterized,corrigible-neutral-HHH,1.1,7.5424
fig4_parameterized,corrigible-neutral-HHH,1.2,7.5174
fig4_parameterized,corrigible-neutral-HHH,1.3,7.4538
fig4_parameterized,corrigible-neutral-HHH,1.4,7.3375
fig4_parameterized,corrigible-neutral-HHH,1.5,7.1662
fig4_parameterized,corrigible-neutral-HHH,1.6,6.9738
fig4_parameterized,corrigible-neutral-HHH,1.7,6.7362
fig4_parameterized,corrigible-neutral-HHH,1.8,6.5075
fig4_parameterized,corrigible-neutral-HHH,1.9,6.2575
fig4_parameterized,corrigible-neutral-HHH,2.0,5.96
fig4_parameterized,myopic-reward,-2.0,-0.5262
fig4_parameterized,myopic-reward,-1.9,-0.5112
fig4_parameterized,myopic-reward,-1.8,-0.4975
fig4_parameterized,myopic-reward,-1.7,-0.48
fig4_parameterized,myopic-reward,-1.6,-0.4624
fig4_parameterized,myopic-reward,-1.5,-0.47
fig4_parameterized,myopic-reward,-1.4,-0.4325
fig4_parameterized,myopic-reward,-1.3,-0.4037
fig4_parameterized,myopic-reward,-1.2,-0.355
fig4_parameterized,myopic-reward,-1.1,-0.3075
fig4_parameterized,myopic-reward,-1.0,-0.25
fig4_parameterized,myopic-reward,-0.9,-0.1537
fig4_parameterized,myopic-reward,-0.8,-0.055
fig4_parameterized,myopic-reward,-0.7,0.0401
fig4_parameterized,myopic-reward,-0.6,0.155
fig4_parameterized,myopic-reward,-0.5,0.2876
fig4_parameterized,myopic-reward,-0.4,0.3762
fig4_parameterized,myopic-reward,-0.3,0.4626
fig4_parameterized,myopic-reward,-0.2,0.5438
fig4_parameterized,myopic-reward,-0.1,0.605
fig4_parameterized,myopic-reward,-0.0,0.6638
fig4_parameterized,myopic-reward,0.1,0.69
fig4_parameterized,myopic-reward,0.2,0.7113
fig4_parameterized,myopic-reward,0.3,0.7675
fig4_parameterized,myopic-reward,0.4,0.8063
fig4_parameterized,myopic-reward,0.5,0.8576
fig4_parameterized,myopic-reward,0.6,0.915
fig4_parameterized,myopic-reward,0.7,0.945
fig4_parameterized,myopic-reward,0.8,1.0063
fig4_parameterized,myopic-reward,0.9,1.05
fig4_parameterized,myopic-reward,1.0,1.075
fig4_parameterized,myopic-reward,1.1,1.075
fig4_parameterized,myopic-reward,1.2,1.0537
fig4_parameterized,myopic-reward,1.3,1.0237
fig4_parameterized,myopic-reward,1.4,0.9663
fig4_parameterized,myopic-reward,1.5,0.8863
fig4_parameterized,myopic-reward,1.6,0.8376
fig4_parameterized,myopic-reward,1.7,0.7525
fig4_parameterized,myopic-reward,1.8,0.7051
fig4_parameterized,myopic-reward,1.9,0.675
fig4_parameterized,myopic-reward,2.0,0.6275
fig4_parameterized,survival-instinct,-2.0,-1.1137
fig4_parameterized,survival-instinct,-1.9,-1.2188
fig4_parameterized,survival-instinct,-1.8,-1.3188
fig4_parameterized,survival-instinct,-1.7,-1.4387
fig4_parameterized,survival-instinct,-1.6,-1.5349
fig4_parameterized,survival-instinct,-1.5,-1.6074
fig4_parameterized,survival-instinct,-1.4,-1.7188
fig4_parameterized,survival-instinct,-1.3,-1.7612
fig4_parameterized,survival-instinct,-1.2,-1.8237
fig4_parameterized,survival-instinct,-1.1,-1.8587
fig4_parameterized,survival-instinct,-1.0,-1.855
fig4_parameterized,survival-instinct,-0.9,-1.8387
fig4_parameterized,survival-instinct,-0.8,-1.7624
fig4_parameterized,survival-instinct,-0.7,-1.6688
fig4_parameterized,survival-instinct,-0.6,-1.5188
fig4_parameterized,survival-instinct,-0.5,-1.3324
fig4_parameterized,survival-instinct,-0.4,-1.1475
fig4_parameterized,survival-instinct,-0.3,-0.9324
fig4_parameterized,survival-instinct,-0.2,-0.7674
fig4_parameterized,survival-instinct,-0.1,-0.5349
fig4_parameterized,survival-instinct,-0.0,-0.345
fig4_parameterized,survival-instinct,0.1,-0.1612
fig4_parameterized,survival-instinct,0.2,0.0213
fig4_parameterized,survival-instinct,0.3,0.2238
fig4_parameterized,survival-instinct,0.4,0.4151
fig4_parameterized,survival-instinct,0.5,0.6376
fig4_parameterized,survival-instinct,0.6,0.8537
fig4_parameterized,survival-instinct,0.7,1.0487
fig4_parameterized,survival-instinct,0.8,1.1525
fig4_parameterized,survival-instinct,0.9,1.2563
fig4_parameterized,survival-instinct,1.0,1.2913
fig4_parameterized,survival-instinct,1.1,1.2876
fig4_parameterized,survival-instinct,1.2,1.2938
fig4_parameterized,survival-instinct,1.3,1.2775
fig4_parameterized,survival-instinct,1.4,1.2762
fig4_parameterized,survival-instinct,1.5,1.2438
fig4_parameterized,survival-instinct,1.6,1.2551
fig4_parameterized,survival-instinct,1.7,1.2475
fig4_parameterized,survival-instinct,1.8,1.2601
fig4_parameterized,survival-instinct,1.9,1.2688
fig4_parameterized,survival-instinct,2.0,1.2675
fig4_parameterized,power-seeking-inclination,-2.0,-0.2862
fig4_parameterized,power-seeking-inclination,-1.9,-0.3075
fig4_parameterized,power-seeking-inclination,-1.8,-0.3012
fig4_parameterized,power-seeking-inclination,-1.7,-0.3174
fig4_parameterized,power-seeking-inclination,-1.6,-0.2924
fig4_parameterized,power-seeking-inclination,-1.5,-0.27
fig4_parameterized,power-seeking-inclination,-1.4,-0.2525
fig4_parameterized,power-seeking-inclination,-1.3,-0.2475
fig4_parameterized,power-seeking-inclination,-1.2,-0.1936
fig4_parameterized,power-seeking-inclination,-1.1,-0.1225
fig4_parameterized,power-seeking-inclination,-1.0,-0.0837
fig4_parameterized,power-seeking-inclination,-0.9,0.0512
fig4_parameterized,power-seeking-inclination,-0.8,0.2126
fig4_parameterized,power-seeking-inclination,-0.7,0.4338
fig4_parameterized,power-seeking-inclination,-0.6,0.6163
fig4_parameterized,power-seeking-inclination,-0.5,0.8801
fig4_parameterized,power-seeking-inclination,-0.4,1.1225
fig4_parameterized,power-seeking-inclination,-0.3,1.3626
fig4_parameterized,power-seeking-inclination,-0.2,1.5813
fig4_parameterized,power-seeking-inclination,-0.1,1.7838
fig4_parameterized,power-seeking-inclination,-0.0,2.0288
fig4_parameterized,power-seeking-inclination,0.1,2.2875
fig4_parameterized,power-seeking-inclination,0.2,2.5512
fig4_parameterized,power-seeking-inclination,0.3,2.865
fig4_parameterized,power-seeking-inclination,0.4,3.1187
fig4_parameterized,power-seeking-inclination,0.5,3.4288
fig4_parameterized,power-seeking-inclination,0.6,3.6826
fig4_parameterized,power-seeking-inclination,0.7,3.9088
fig4_parameterized,power-seeking-inclination,0.8,4.1263
fig4_parameterized,power-seeking-inclination,0.9,4.2675
fig4_parameterized,power-seeking-inclination,1.0,4.3563
fig4_parameterized,power-seeking-inclination,1.1,4.4026
fig4_parameterized,power-seeking-inclination,1.2,4.3999
fig4_parameterized,power-seeking-inclination,1.3,4.37
fig4_parameterized,power-seeking-inclination,1.4,4.2737
fig4_parameterized,power-seeking-inclination,1.5,4.185
fig4_parameterized,power-seeking-inclination,1.6,4.0388
fig4_parameterized,power-seeking-inclination,1.7,3.8437
fig4_parameterized,power-seeking-inclination,1.8,3.695
fig4_parameterized,power-seeking-inclination,1.9,3.525
fig4_parameterized,power-seeking-inclination,2.0,3.325
fig4_parameterized,wealth-seeking-inclination,-2.0,-0.9713
fig4_parameterized,wealth-seeking-inclination,-1.9,-1.0387
fig4_parameterized,wealth-seeking-inclination,-1.8,-1.1312
fig4_parameterized,wealth-seeking-inclination,-1.7,-1.2574
fig4_parameterized,wealth-seeking-inclination,-1.6,-1.4087
fig4_parameterized,wealth-seeking-inclination,-1.5,-1.5099
fig4_parameterized,wealth-seeking-inclination,-1.4,-1.6424
fig4_parameterized,wealth-seeking-inclination,-1.3,-1.7237
fig4_parameterized,wealth-seeking-inclination,-1.2,-1.8074
fig4_parameterized,wealth-seeking-inclination,-1.1,-1.855
fig4_parameterized,wealth-seeking-inclination,-1.0,-1.8387
fig4_parameterized,wealth-seeking-inclination,-0.9,-1.8099
fig4_parameterized,wealth-seeking-inclination,-0.8,-1.7512
